L_http,L_https,L_numHyphens,L_numParams,L_numSubDomains,L_paramLen,L_pathLen,M_app,M_hasFBUrl,M_hasFBappURL,M_hasFBeventURL,M_hasLink,M_hasMessage,M_hasPicture,M_hasStory,M_length_of_link,M_postType,T_!,T_!!,T_:(,T_:),T_?,T_??,T_avgSentLen,T_avgWordLen,T_engDictWords,T_hashtagsPerWord,T_numChars,T_numHashtags,T_numSentences,T_numUrls,T_numWords,T_textRepFactor,T_upperCaseChars,T_urlsPerWord,U_category,U_gender,U_hasUsername,U_isPage,U_lenName,U_lenUsername,U_locale,U_pageLikes,U_wordsInName,Z_CLASS
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,55.3125,6.8275862069,82,0,742,0,16,0,116,1.2083333333,45,0,0,1,1,0,21,12,1,0,3,Spam
1,0,0,3,3,15.6666666667,1,contentsharing,1,0,0,1,1,1,1,83,4,0,0,0,0,0,0,145.6666666667,4.9459459459,61,0,366,0,3,1,74,1.3962264151,16,0.0135135135,0,1,1,0,15,17,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,20,10,3,0,3,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,20,13,1,0,3,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,50.3333333333,4.5,20,0,126,0,3,0,28,1.0769230769,14,0,0,1,1,0,13,10,1,0,2,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,7,1,0,2,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,47,0,0,536,11,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,106.3442622951,4.6049615056,5247,0,26862,0,305,0,5845,3.229281768,1004,0,0,1,1,0,13,17,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,36.6666666667,4.65,19,0,93,0,3,0,20,1,3,0,0,2,1,0,11,19,1,0,2,Spam
1,0,0,7,3,14.5714285714,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,15,1,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,16,23,3,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,18,3,0,0,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,15,3,0,2,Spam
1,0,0,0,2,0,3,thirdparty,0,0,0,1,1,1,0,45,1,0,0,0,0,1,0,65.5,5.0454545455,36,0,222,0,4,1,44,1.1282051282,13,0.0227272727,0,0,1,1,14,19,0,111,3,Spam
1,0,12,0,3,0,4,web,0,0,0,1,1,1,0,84,1,0,0,0,0,0,0,66,6.2105263158,29,0,232,0,4,2,38,1.1515151515,22,0.0526315789,0,2,1,0,11,14,1,0,2,Spam
1,0,2,5,3,20.8,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,15,17,0,0,2,Spam
1,0,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,11,3,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,517,17.2823529412,23,0,1469,0,3,0,85,1,393,0,0,1,1,0,11,16,1,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,16,0,0,2,Spam
0,1,0,3,3,13,2,thirdparty,0,1,0,1,0,1,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,14,19,10,0,2,Spam
0,1,0,1,3,6,5,contentsharing,1,0,0,1,0,1,1,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,16,1,0,2,Spam
1,0,0,3,2,20.3333333333,1,thirdparty,0,0,0,1,0,1,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,12,16,3,0,2,Spam
0,1,0,3,3,12,2,thirdparty,0,1,0,1,0,1,0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,13,1,0,2,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,10,13,4,0,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,34.5,4.3846153846,10,0,57,0,2,0,13,1.0833333333,8,0,0,2,1,0,17,10,1,0,2,Spam
0,1,0,2,3,14,2,thirdparty,0,1,0,1,0,1,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,12,15,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,33,7.5,2,0,30,0,1,0,4,1,1,0,0,0,0,1,27,0,0,31406,3,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,176,4.9,22,0,145,0,1,0,30,1.0714285714,8,0,0,2,1,0,18,17,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,14,1,0,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,38.25,4.5714285714,21,0.0357142857,128,1,4,0,28,1.0769230769,11,0,1,0,1,1,21,14,0,2928,3,Spam
1,0,0,1,4,12,1,web,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,151.6666666667,5.7647058824,58,0,384,0,3,1,68,1.2363636364,24,0.0147058824,14,0,1,1,27,24,0,55601,4,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,46,4.2222222222,9,0,38,0,1,0,9,1,3,0,0,2,1,0,20,18,1,0,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10.8723404255,0.1798561151,16,0,134,0,47,0,834,34.75,0,0,0,1,1,0,17,14,3,0,3,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,79,4.7142857143,12,0,65,0,1,0,14,1,3,0,0,2,1,0,14,10,1,0,2,Spam
0,1,0,0,3,0,3,contentsharing,1,0,0,1,0,1,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,20,3,0,2,Spam
0,1,0,3,3,23,1,mobile,1,0,0,1,0,1,1,106,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,13,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,12,5.25,3,0,21,0,2,0,4,1,1,0,0,2,1,0,9,16,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,60.6666666667,3.7948717949,32,0,148,0,3,0,39,1.1142857143,11,0,0,2,1,0,11,10,1,0,2,Spam
0,1,0,2,3,14,2,thirdparty,0,1,0,1,0,1,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,15,15,1,0,2,Spam
1,0,0,7,3,14.5714285714,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,21,20,3,0,3,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,9,9,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,10,13,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,15,15,1,0,2,Spam
0,1,0,2,3,28.5,2,thirdparty,0,1,0,1,0,1,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,17,15,3,0,3,Spam
1,0,0,4,3,16.25,1,web,1,0,0,1,1,1,0,102,4,1,1,0,0,0,0,84,5.5,8,0,141,0,2,1,26,1.04,19,0.0384615385,0,0,0,0,10,0,0,0,2,Spam
1,0,6,0,3,0,5,mobile,0,0,0,1,1,1,0,78,1,0,0,0,0,1,0,79,4.3333333333,11,0,65,0,1,1,15,1.1538461538,61,0.0666666667,0,2,1,0,13,16,1,0,2,Spam
1,0,0,0,2,0,2,web,0,0,0,1,1,1,0,20,1,0,0,0,0,0,0,33,2.0384615385,0,0.1153846154,53,3,2,2,26,3.7142857143,1,0.0769230769,12,0,1,1,0,8,0,355623,0,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,7,10,3,0,2,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,6,0,3,0,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,72,5.6590909091,16,0,247,0,4,0,44,1.0476190476,34,0,31,0,1,1,11,10,0,123454,2,Spam
1,0,6,1,3,8,3,web,0,0,0,1,1,1,0,101,1,0,0,0,0,0,0,188,5.5172413793,9,0,153,0,1,1,29,1,0,0.0344827586,0,2,1,0,14,17,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,41.125,3.9558823529,36,0,269,0,8,0,68,1.2363636364,12,0,0,1,1,0,25,8,1,0,3,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,16,16,1,0,3,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,9,7,1,0,2,Spam
0,1,0,4,3,16,1,web,1,0,0,1,1,1,0,102,4,1,0,0,0,1,0,2.5714285714,1.1538461538,0,0,17,0,14,1,26,6.5,3,0.0384615385,0,1,1,0,0,17,1,0,0,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,145,0,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,58,28,0,73,8,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,16,1,0,2,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,12,0,1,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,14,1,0,2,Spam
1,0,0,4,3,16.25,1,mobile,1,0,0,1,1,1,0,102,4,0,0,0,0,0,0,18,5.3333333333,0,0,16,0,1,1,3,1,1,0.3333333333,0,2,1,0,22,13,3,0,3,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,14,0,1,1,31,16,0,1479,4,Spam
1,0,4,0,2,0,1,web,0,0,0,1,1,1,0,34,1,0,0,0,0,0,0,93,7.5454545455,4,0.2727272727,83,3,1,2,11,1,8,0.1818181818,0,2,1,0,10,9,1,0,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,46,0.8229166667,11,0,78,0,2,0,96,5.6470588235,3,0,0,1,1,0,15,17,1,0,2,Spam
0,1,0,4,3,16.25,1,web,1,0,0,1,1,1,0,103,4,0,0,0,1,0,0,55,6.4666666667,9,0.1333333333,97,2,2,1,15,1,4,0.0666666667,0,2,1,0,14,14,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,19,19,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,106,4.4871794872,39,0,175,0,2,0,39,1.0833333333,2,0,0,1,1,0,10,10,1,0,2,Spam
1,0,0,0,3,0,2,web,0,0,0,1,1,1,0,37,1,0,0,0,0,0,0,74,1.0833333333,0,0.0138888889,54,1,2,2,72,9,0,0.0277777778,0,1,1,0,11,14,1,0,2,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,18,0,1,1,7,12,0,596,1,Spam
0,1,1,1,3,13,1,web,0,0,0,1,1,1,0,43,3,0,0,0,0,0,0,43.6666666667,4.8260869565,22,0,111,0,3,1,23,1.0952380952,4,0.0434782609,59,0,1,1,16,14,0,826598,3,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,109,0,Spam
1,0,0,2,3,20.5,1,web,0,0,0,1,1,1,0,53,1,1,1,0,0,1,0,93.5789473684,4.7563291139,260,0,1485,0,19,2,316,1.5643564356,101,0.0063291139,0,1,1,0,11,14,1,0,2,Spam
0,1,0,2,3,31,2,thirdparty,0,1,0,1,0,1,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,17,18,1,0,3,Spam
0,1,6,1,3,11,3,web,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,118,18.8333333333,4,0,113,0,1,0,6,1,3,0,0,1,1,0,14,19,1,0,2,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,17,13,4,0,2,Spam
1,0,0,4,3,15.25,1,mobile,1,0,0,1,1,1,0,98,4,0,0,0,1,0,0,82,8.2222222222,1,0,68,0,1,1,9,1,10,0.1111111111,0,2,1,0,15,15,1,0,2,Spam
0,1,0,2,3,26,2,thirdparty,0,1,0,1,0,1,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,14,20,0,2,Spam
1,0,0,3,3,15.6666666667,1,contentsharing,1,0,0,1,0,1,1,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,17,1,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,14,1,0,2,Spam
0,0,0,0,0,0,0,thirdparty,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,69,4.1851851852,22,0,113,0,2,0,27,1.1739130435,11,0,19,0,1,1,13,12,0,3238691,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,41,4.3,34,0,172,0,5,0,40,1.2121212121,11,0,0,2,1,0,26,17,1,0,3,Spam
1,0,0,3,3,15.6666666667,1,contentsharing,1,0,0,1,1,1,1,83,4,1,0,0,0,0,0,33,4.6666666667,5,0.1666666667,28,1,1,1,6,1,6,0.1666666667,0,1,1,0,11,15,1,0,2,Spam
1,0,10,0,3,0,2,thirdparty,0,0,0,1,1,0,0,101,1,0,0,0,0,0,0,320.75,5.5663265306,156,0,1059,0,4,1,196,1.4,66,0.0051020408,92,0,1,1,7,14,0,319,2,Spam
1,0,1,6,3,17.1666666667,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,9,19,19,0,2,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,14,0,1,1,17,15,0,1202,3,Spam
1,0,4,0,2,0,3,web,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,112.4166666667,5.6213592233,116,0,1138,0,12,1,206,1.3121019108,81,0.0048543689,0,1,1,0,16,14,2,0,3,Spam
0,1,0,2,3,29,2,thirdparty,0,1,0,1,0,1,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,25,14,1,0,4,Spam
0,1,1,3,3,12.3333333333,2,thirdparty,0,1,0,1,0,1,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,18,14,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,12,18,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,10,12,1,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,9,12,3,0,2,Spam
0,1,0,2,3,14,2,thirdparty,0,1,0,1,0,1,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,10,0,1,0,2,Spam
0,1,0,2,3,31.5,2,thirdparty,0,1,0,1,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,24,23,1,0,3,Spam
1,0,0,3,2,20.3333333333,1,thirdparty,0,0,0,1,0,1,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,12,16,3,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,106,4.3625,72,0.0125,349,1,4,0,80,1.2307692308,11,0,0,2,1,0,9,13,1,0,2,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,27,14,1,0,3,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,13,20,0,3,Spam
1,0,4,0,2,0,1,web,0,0,0,1,1,1,0,34,1,0,0,0,0,0,0,93,7.5454545455,4,0.2727272727,83,3,1,2,11,1,8,0.1818181818,0,2,1,0,21,10,1,0,3,Spam
1,0,1,6,3,17.1666666667,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,10,0,1,0,2,Spam
0,1,0,6,3,16.8333333333,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,17,17,1,0,2,Spam
1,0,2,2,3,13,1,web,0,0,0,1,1,1,0,42,3,0,0,0,0,1,0,101,8.2727272727,0,0,91,0,1,2,11,1,47,0.1818181818,77,0,1,1,14,12,0,579,2,Spam
1,0,0,0,3,0,1,contentsharing,0,0,0,1,0,1,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,23,21,1,0,4,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,1,1,0,66,1,0,0,0,0,0,0,17,8,2,0,16,0,1,1,2,1,0,0.5,0,1,1,0,17,8,1,0,2,Spam
